id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
6277,446,8/30/2013 18:06,San Antonio Caltrain Station,29,8/30/2013 18:13,Rengstorff Avenue / California Street,33,124,Subscriber,94043
6456,447,8/30/2013 22:35,2nd at Townsend,61,8/30/2013 22:43,Townsend at 7th,65,312,Customer,94110
5590,449,8/30/2013 13:00,Redwood City Public Library,24,8/30/2013 13:07,San Mateo County Center,23,233,Subscriber,94402
5522,450,8/30/2013 12:20,Post at Kearney,47,8/30/2013 12:27,Steuart at Market,74,483,Subscriber,94123
5487,452,8/30/2013 12:10,Post at Kearney,47,8/30/2013 12:18,Powell Street BART,39,359,Subscriber,94043
5138,453,8/30/2013 7:44,South Van Ness at Market,66,8/30/2013 7:51,Market at 4th,76,622,Customer,
5206,455,8/30/2013 9:21,Steuart at Market,74,8/30/2013 9:29,2nd at Townsend,61,461,Customer,94608
5388,457,8/30/2013 11:21,Powell Street BART,39,8/30/2013 11:28,San Francisco Caltrain 2 (330 Townsend),69,474,Customer,94110
5850,457,8/30/2013 14:56,St James Park,13,8/30/2013 15:03,Paseo de San Antonio,7,639,Customer,
5396,459,8/30/2013 11:30,South Van Ness at Market,66,8/30/2013 11:38,Market at 4th,76,562,Subscriber,94122
5542,461,8/30/2013 12:35,South Van Ness at Market,66,8/30/2013 12:43,Powell Street BART,39,375,Subscriber,94597
6348,461,8/30/2013 18:53,2nd at Townsend,61,8/30/2013 19:00,Post at Kearney,47,311,Subscriber,94133
5180,462,8/30/2013 8:41,San Jose Diridon Caltrain Station,2,8/30/2013 8:49,San Pedro Square,6,675,Customer,94577
5503,463,8/30/2013 12:16,Embarcadero at Sansome,60,8/30/2013 12:23,Steuart at Market,74,273,Subscriber,94122
6371,466,8/30/2013 19:18,Market at 4th,76,8/30/2013 19:25,San Francisco Caltrain (Townsend at 4th),70,359,Customer,94118
5792,467,8/30/2013 14:20,Commercial at Montgomery,45,8/30/2013 14:28,Steuart at Market,74,579,Customer,
5848,468,8/30/2013 14:55,St James Park,13,8/30/2013 15:03,Paseo de San Antonio,7,658,Customer,
5420,471,8/30/2013 11:40,Market at Sansome,77,8/30/2013 11:48,Grant Avenue at Columbus Avenue,73,585,Customer,94122
5412,478,8/30/2013 11:36,San Salvador at 1st,8,8/30/2013 11:44,San Pedro Square,6,180,Subscriber,95112
5547,479,8/30/2013 12:42,2nd at Townsend,61,8/30/2013 12:50,Harry Bridges Plaza (Ferry Building),50,470,Customer,94608
5741,480,8/30/2013 13:58,Howard at 2nd,63,8/30/2013 14:06,Commercial at Montgomery,45,579,Subscriber,94103
5764,481,8/30/2013 14:14,Mechanics Plaza (Market at Battery),75,8/30/2013 14:22,5th at Howard,57,503,Customer,94103
5774,481,8/30/2013 14:16,South Van Ness at Market,66,8/30/2013 14:24,South Van Ness at Market,66,560,Subscriber,94612
6338,485,8/30/2013 18:46,Embarcadero at Sansome,60,8/30/2013 18:54,Harry Bridges Plaza (Ferry Building),50,277,Customer,
6447,485,8/30/2013 21:41,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 21:49,Powell Street BART,39,289,Subscriber,94102
5789,486,8/30/2013 14:20,Commercial at Montgomery,45,8/30/2013 14:28,Steuart at Market,74,520,Customer,
5842,486,8/30/2013 14:48,Market at 10th,67,8/30/2013 14:56,Powell Street BART,39,602,Customer,94523
6345,486,8/30/2013 18:50,Mechanics Plaza (Market at Battery),75,8/30/2013 18:58,Embarcadero at Bryant,54,470,Subscriber,94110
6299,487,8/30/2013 18:17,Market at Sansome,77,8/30/2013 18:25,Spear at Folsom,49,507,Subscriber,94105
5377,489,8/30/2013 11:12,Market at 4th,76,8/30/2013 11:20,Harry Bridges Plaza (Ferry Building),50,536,Customer,93619
5376,490,8/30/2013 11:12,Market at 4th,76,8/30/2013 11:20,Harry Bridges Plaza (Ferry Building),50,606,Customer,93619
5190,492,8/30/2013 8:57,Davis at Jackson,42,8/30/2013 9:05,Commercial at Montgomery,45,529,Customer,94111
5210,493,8/30/2013 9:36,2nd at Folsom,62,8/30/2013 9:44,Clay at Battery,41,360,Customer,94105
5442,494,8/30/2013 11:53,2nd at Townsend,61,8/30/2013 12:01,Harry Bridges Plaza (Ferry Building),50,386,Subscriber,94107
5591,494,8/30/2013 13:01,MLK Library,11,8/30/2013 13:10,MLK Library,11,38,Customer,95110
5122,495,8/30/2013 6:41,2nd at Townsend,61,8/30/2013 6:50,Embarcadero at Folsom,51,292,Subscriber,94107
5136,495,8/30/2013 7:38,Grant Avenue at Columbus Avenue,73,8/30/2013 7:46,Spear at Folsom,49,608,Subscriber,94133
5240,497,8/30/2013 10:02,South Van Ness at Market,66,8/30/2013 10:10,South Van Ness at Market,66,323,Subscriber,94612
5199,498,8/30/2013 9:10,Market at Sansome,77,8/30/2013 9:19,2nd at South Park,64,535,Customer,94105
5933,498,8/30/2013 15:19,Golden Gate at Polk,59,8/30/2013 15:27,San Francisco Caltrain (Townsend at 4th),70,375,Customer,94010
6179,498,8/30/2013 16:59,Post at Kearney,47,8/30/2013 17:08,Grant Avenue at Columbus Avenue,73,338,Customer,94619
6245,498,8/30/2013 17:30,Embarcadero at Bryant,54,8/30/2013 17:38,San Francisco Caltrain (Townsend at 4th),70,404,Customer,94043
5749,499,8/30/2013 14:11,Clay at Battery,41,8/30/2013 14:19,2nd at Folsom,62,272,Customer,94105
6403,499,8/30/2013 19:48,Paseo de San Antonio,7,8/30/2013 19:56,St James Park,13,676,Customer,95112
6004,506,8/30/2013 15:47,San Francisco City Hall,58,8/30/2013 15:55,Market at 4th,76,511,Customer,94103
6008,508,8/30/2013 15:49,Beale at Market,56,8/30/2013 15:58,Post at Kearney,47,338,Subscriber,94109
5217,509,8/30/2013 9:49,Howard at 2nd,63,8/30/2013 9:58,Commercial at Montgomery,45,383,Customer,94133
6402,509,8/30/2013 19:48,Paseo de San Antonio,7,8/30/2013 19:56,St James Park,13,675,Customer,
5125,511,8/30/2013 6:59,Powell Street BART,39,8/30/2013 7:08,Spear at Folsom,49,339,Customer,94109
6207,511,8/30/2013 17:13,Clay at Battery,41,8/30/2013 17:22,Market at 4th,76,337,Customer,85224
6330,511,8/30/2013 18:42,Howard at 2nd,63,8/30/2013 18:51,Civic Center BART (7th at Market),72,270,Customer,94702
6337,511,8/30/2013 18:46,San Antonio Caltrain Station,29,8/30/2013 18:54,Rengstorff Avenue / California Street,33,112,Subscriber,94040
5712,512,8/30/2013 13:53,Powell Street BART,39,8/30/2013 14:01,South Van Ness at Market,66,560,Subscriber,94117
6306,514,8/30/2013 18:20,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 18:29,Howard at 2nd,63,270,Customer,94702
5134,515,8/30/2013 7:32,Townsend at 7th,65,8/30/2013 7:41,South Van Ness at Market,66,409,Subscriber,94612
5528,519,8/30/2013 12:24,2nd at South Park,64,8/30/2013 12:33,Post at Kearney,47,287,Subscriber,94110
5628,522,8/30/2013 13:14,Powell Street BART,39,8/30/2013 13:22,South Van Ness at Market,66,432,Subscriber,94597
5261,527,8/30/2013 10:28,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 10:37,2nd at Townsend,61,487,Customer,85327
5920,527,8/30/2013 15:16,Market at 4th,76,8/30/2013 15:25,San Francisco City Hall,58,508,Customer,94103
5536,528,8/30/2013 12:29,Golden Gate at Polk,59,8/30/2013 12:38,South Van Ness at Market,66,388,Subscriber,94114
5595,528,8/30/2013 13:05,Beale at Market,56,8/30/2013 13:14,2nd at South Park,64,557,Customer
