id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
8863,407,9/2/2013 13:15,Market at 10th,67,9/2/2013 13:22,Powell Street BART,39,519,Customer,
8997,3954,9/2/2013 14:35,Harry Bridges Plaza (Ferry Building),50,9/2/2013 15:41,Embarcadero at Sansome,60,588,Customer,95126
9109,1813,9/2/2013 15:57,Embarcadero at Sansome,60,9/2/2013 16:27,2nd at Townsend,61,588,Customer,94107
9220,1708,9/2/2013 18:17,Embarcadero at Vallejo,48,9/2/2013 18:45,Embarcadero at Sansome,60,281,Customer,
9336,3186,9/2/2013 21:07,MLK Library,11,9/2/2013 22:00,San Jose City Hall,10,77,Customer,
9440,634,9/3/2013 8:35,Rengstorff Avenue / California Street,33,9/3/2013 8:46,Mountain View Caltrain Station,28,49,Subscriber,94040
9567,563,9/3/2013 11:16,Powell Street BART,39,9/3/2013 11:25,Steuart at Market,74,582,Customer,54911
9757,532,9/3/2013 13:35,San Francisco City Hall,58,9/3/2013 13:44,South Van Ness at Market,66,566,Subscriber,94115
9894,487,9/3/2013 15:45,SJSU - San Salvador at 9th,16,9/3/2013 15:53,MLK Library,11,67,Customer,95112
10058,314,9/3/2013 17:35,Redwood City Caltrain Station,22,9/3/2013 17:41,Redwood City Public Library,24,211,Subscriber,94061
10160,898,9/3/2013 19:12,Temporary Transbay Terminal (Howard at Beale),55,9/3/2013 19:27,Embarcadero at Sansome,60,435,Customer,94133
10271,630,9/4/2013 7:34,Rengstorff Avenue / California Street,33,9/4/2013 7:45,Mountain View Caltrain Station,28,49,Subscriber,94086
10381,448,9/4/2013 9:10,2nd at South Park,64,9/4/2013 9:18,Market at Sansome,77,602,Subscriber,94107
10577,1210,9/4/2013 12:15,2nd at Townsend,61,9/4/2013 12:35,2nd at Townsend,61,496,Subscriber,94116
10742,443,9/4/2013 14:22,Embarcadero at Sansome,60,9/4/2013 14:30,Washington at Kearney,46,610,Customer,97331
10928,650,9/4/2013 16:55,2nd at Townsend,61,9/4/2013 17:06,Market at Sansome,77,312,Customer,
11032,337,9/4/2013 18:09,2nd at Folsom,62,9/4/2013 18:15,Spear at Folsom,49,386,Subscriber,94123
11142,577,9/4/2013 21:00,San Jose Diridon Caltrain Station,2,9/4/2013 21:09,Paseo de San Antonio,7,37,Subscriber,95113
11250,905,9/5/2013 8:25,San Francisco Caltrain (Townsend at 4th),70,9/5/2013 8:40,Clay at Battery,41,591,Subscriber,94070
11383,156,9/5/2013 11:04,Beale at Market,56,9/5/2013 11:06,Temporary Transbay Terminal (Howard at Beale),55,499,Subscriber,94110
11503,2376,9/5/2013 13:13,Civic Center BART (7th at Market),72,9/5/2013 13:53,Commercial at Montgomery,45,367,Customer,97217
11614,1100,9/5/2013 15:05,Harry Bridges Plaza (Ferry Building),50,9/5/2013 15:23,Embarcadero at Vallejo,48,553,Customer,94107
11722,2071,9/5/2013 17:19,Civic Center BART (7th at Market),72,9/5/2013 17:54,Market at 4th,76,379,Customer,
11839,357,9/5/2013 18:34,Market at Sansome,77,9/5/2013 18:40,2nd at South Park,64,537,Subscriber,94609
11945,1417,9/5/2013 20:36,Powell Street BART,39,9/5/2013 21:00,San Francisco Caltrain 2 (330 Townsend),69,512,Subscriber,95032
12069,588,9/6/2013 8:04,Grant Avenue at Columbus Avenue,73,9/6/2013 8:14,Spear at Folsom,49,507,Subscriber,94133
12206,383,9/6/2013 10:04,Washington at Kearney,46,9/6/2013 10:11,Temporary Transbay Terminal (Howard at Beale),55,426,Subscriber,94133
12330,1065,9/6/2013 12:17,South Van Ness at Market,66,9/6/2013 12:35,Market at Sansome,77,433,Customer,94116
12463,10198,9/6/2013 13:47,Washington at Kearney,46,9/6/2013 16:37,Washington at Kearney,46,379,Customer,80203
12566,574,9/6/2013 15:15,Golden Gate at Polk,59,9/6/2013 15:24,San Francisco Caltrain (Townsend at 4th),70,460,Subscriber,94010
12697,618,9/6/2013 16:57,Market at 4th,76,9/6/2013 17:08,Grant Avenue at Columbus Avenue,73,627,Subscriber,94133
12837,332,9/6/2013 18:24,Evelyn Park and Ride,30,9/6/2013 18:29,Mountain View Caltrain Station,28,54,Subscriber,94133
12964,1228,9/6/2013 19:44,Harry Bridges Plaza (Ferry Building),50,9/6/2013 20:05,Market at 4th,76,543,Customer,94107
13093,864,9/6/2013 22:42,Harry Bridges Plaza (Ferry Building),50,9/6/2013 22:57,Embarcadero at Vallejo,48,597,Subscriber,94105
13238,843,9/7/2013 9:26,Powell at Post (Union Square),71,9/7/2013 9:40,Embarcadero at Vallejo,48,619,Customer,
13365,566,9/7/2013 11:21,Commercial at Montgomery,45,9/7/2013 11:31,Davis at Jackson,42,397,Subscriber,94111
13479,1429,9/7/2013 12:34,Embarcadero at Sansome,60,9/7/2013 12:58,San Francisco Caltrain (Townsend at 4th),70,492,Customer,94129
13598,7629,9/7/2013 13:38,Townsend at 7th,65,9/7/2013 15:45,Townsend at 7th,65,355,Customer,94107
13702,1157,9/7/2013 14:50,Market at 10th,67,9/7/2013 15:09,Steuart at Market,74,413,Customer,94010
13812,4160,9/7/2013 16:03,Steuart at Market,74,9/7/2013 17:12,Embarcadero at Sansome,60,547,Customer,94952
13939,644,9/7/2013 17:30,Market at 4th,76,9/7/2013 17:40,2nd at South Park,64,500,Customer,94558
14072,1165,9/7/2013 19:37,Davis at Jackson,42,9/7/2013 19:56,2nd at South Park,64,272,Customer,95030
14209,1265,9/8/2013 0:46,Harry Bridges Plaza (Ferry Building),50,9/8/2013 1:07,Powell Street BART,39,585,Customer,34997
14358,1117,9/8/2013 10:39,Embarcadero at Bryant,54,9/8/2013 10:58,Steuart at Market,74,486,Customer,1141
14471,747,9/8/2013 12:04,Spear at Folsom,49,9/8/2013 12:16,Davis at Jackson,42,472,Customer,94105
14587,1622,9/8/2013 13:17,Howard at 2nd,63,9/8/2013 13:44,Embarcadero at Sansome,60,468,Customer,94010
14697,1328,9/8/2013 14:33,2nd at Townsend,61,9/8/2013 14:55,Embarcadero at Sansome,60,510,Customer,94116
14809,778,9/8/2013 15:56,Steuart at Market,74,9/8/2013 16:09,Davis at Jackson,42,373,Subscriber,94111
14925,1706,9/8/2013 17:17,Civic Center BART (7th at Market),72,9/8/2013 17:46,Market at 4th,76,434,Customer,68516
15040,1144,9/8/2013 20:44,Japantown,9,9/8/2013 21:03,Arena Green / SAP Center,14,34,Subscriber,95126
15171,352,9/9/2013 7:56,Townsend at 7th,65,9/9/2013 8:02,San Francisco Caltrain (Townsend at 4th),70,336,Subscriber,94103
15299,855,9/9/2013 9:19,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 9:33,Embarcadero at Folsom,51,611,Subscriber,95127
15429,554,9/9/2013 11:22,Spear at Folsom,49,9/9/2013 11:31,San Francisco Caltrain 2 (330 Townsend),69,425,Subscriber,94611
15560,907,9/9/2013 13:02,Davis at Jackson,42,9/9/2013 13:17,2nd at Townsend,61,260,Customer,94111
15667,1734,9/9/2013 15:07,Market at 4th,76,9/9/2013 15:36,Embarcadero at Vallejo,48,371,Customer,94114
15790,263,9/9/2013 17:07,2nd at South Park,64,9/9/2013 17:11,Market at Sansome,77,499,Subscriber,94606
15907,280,9/9/2013 18:13,Santa Clara at Almaden,4,9/9/2013 18:18,San Jose Diridon Caltrain Station,2,641,Customer,
16022,961,9/9/2013 19:38,Steuart at Market,74,9/9/2013 19:54,Golden Gate at Polk,59,422,Customer,94102
16143,318,9/10/2013 7:05,Howard at 2nd,63,9/10/2013 7:10,Steuart at Market,74,407,Subscriber,94105
16258,186,9/10/2013 8:25,Yerba Buena Center of the Arts (3rd @ Howard),68,9/10/2013 8:28,5th at Howard,57,350,Subscriber,94087
16393,660,9/10/2013 9:29,Grant Avenue at Columbus Avenue,73,9/10/2013 9:40,Market at 4th,76,524,Subscriber,94133
16524,18290,9/10/2013 11:56,Embarcadero at Sansome,60,9/10/2013 17:01,Grant Avenue at Columbus Avenue,73,429,Customer,94109
16648,1046,9/10/2013 13:20,2nd at Folsom,62,9/10/2013 13:37,Embarcadero at Sansome,60,322,Customer,94550
16744,390,9/10/2013 15:00,Clay at Battery,41,9/10/2013 15:06,Market at Sansome,77,631,Subscriber,94114
16886,457,9/10/2013 16:43,Powell at Post (Union Square),71,9/10/2013 16:51,Clay at Battery,41,392,Subscriber,94107
17000,508,9/10/2013 17:43,Yerba Buena Center of the Arts (3rd @ Howard),68,9/10/2013 17:51,Steuart at Market,74,407,Customer,
17118,752,9/10/2013 18:48,Spear at Folsom,49,9/10/2013 19:00,San Francisco Caltrain 2 (330 Townsend),69,605,Subscriber,94041
17251,1316,9/10/2013 21:20,Embarcadero at Sansome,60,9/10/2013 21:42,Embarcadero at Bryant,54,273,Subscriber,94107
17402,373,9/11/2013 8:05,San Francisco Caltrain (Townsend at 4th),70,9/11/2013 8:11,Yerba Buena Center of the Arts (3rd @ Howard),68,468,Subscriber,94062
17540,676,9/11/2013 9:08,Beale at Market,56,9/11/2013 9:19,2nd at South Park,64,483,Subscriber,94110
17663,719,9/11/2013 11:07,Spear at Folsom,49,9/11/2013 11:19,Townsend at 7th,65,327,Customer,94118
17779,169,9/11/2013 12:46,Powell Street BART,39,9/11/2013 12:48,Civic Center BART (7th at Market),72,588,Customer,94558
17893,885,9/11/2013 14:32,San Jose City Hall,10,9/11/2013 14:47,San Jose City Hall,10,664,Subscriber,95112
18010,832,9/11/2013 16:25,Harry Bridges Plaza (Ferry Building),50,9/11/2013 16:38,Steuart at Market,74,433,Customer,94080
18129,360,9/11/2013 17:37,Embarcadero at Vallejo,48,9/11/2013 17:43,Spear at Folsom,49,292,Subscriber,94105
18248,383,9/11/2013 18:41,San Francisco Caltrain (Townsend at 4th),70,9/11/2013 18:48,Embarcadero at Bryant,54,621,Subscriber,94105
18379,525,9/11/2013 20:37,Powell Street BART,39,9/11/2013 20:45,Townsend at 7th,65,529,Subscriber,94612
18503,392,9/12/2013 7:08,Mechanics Plaza (Market at Battery),75,9/12/2013 7:14,San Francisco Caltrain (Townsend at 4th),70,515,Subscriber,94109
18613,316,9/12/2013 8:24,San Francisco City Hall,58,9/12/2013 8:30,Powell Street BART,39,366,Subscriber,94102
18729,422,9/12/2013 9:32,Market at Sansome,77,9/12/2013 9:39,2nd at South Park,64,327,Subscriber,94118
18867,948,9/12/2013 11:11,Townsend at 7th,65,9/12/2013 11:27,Embarcadero at Vallejo,48,636,Subscriber,94107
18994,188,9/12/2013 12:40,Post at Kearney,47,9/12/2013 12:43,Washington at Kearney,46,498,Subscriber,94133
19120,936,9/12/2013 14:12,Beale at Market,56,9/12/2013 14:27,Embarcadero at Bryant,54,382,Customer,2478
19234,1560,9/12/2013 16:10,Rengstorff Avenue / California Street,33,9/12/2013 16:36,Rengstorff Avenue / California Street,33,151,Subscriber,94040
19348,447,9/12/2013 17:19,Market at Sansome,77,9/12/2013 17:26,2nd at South Park,64,396,Subscriber,94107
19457,785,9/12/2013 18:08,Commercial at Montgomery,45,9/12/2013 18:21,South Van Ness at Market,66,402,Subscriber,94133
19584,404,9/12/2013 19:37,Davis at Jackson,42,9/12/2013 19:44,Grant Avenue at Columbus Avenue,73,574,Customer,94133
19727,354,9/13/2013 6:13,Beale at Market,56,9/13/2013 6:19,Commercial at Montgomery,45,515,Subscriber,94619
19870,337,9/13/2013 8:28,San Jose Diridon Caltrain Station,2,9/13/2013 8:33,Santa Clara at Almaden,4,660,Subscriber,94158
20025,746,9/13/2013 9:43,Embarcadero at Sansome,60,9/13/2013 9:55,Howard at 2nd,63,414,Subscriber,94105
20146,3120,9/13/2013 11:24,Embarcadero at Vallejo,48,9/13/2013 12:16,Embarcadero at Sansome,60,372,Customer,
20252,857,9/13/2013 12:36,Mechanics Plaza (Market at Battery),75,9/13/2013 12:50,San Francisco City Hall,58,287,Customer,94707
20372,280,9/13/2013 13:40,Temporary Transbay Terminal (Howard at Beale),55,9/13/2013 13:45,Market at Sansome,77,385,Subscriber,94105
20481,1847,9/13/2013 15:24,Townsend at 7th,65,9/13/2013 15:54,Grant Avenue at Columbus Avenue,73,364,Customer,10014
20591,530,9/13/2013 16:53,Cowper at University,37,9/13/2013 17:02,Palo Alto Caltrain Station,34,158,Customer,94115
20707,527,9/13/2013 17:52,2nd at South Park,64,9/13/2013 18:01,Powell Street BART,39,327,Subscriber,94118
20823,3316,9/13/2013 18:55,Grant Avenue at Columbus Avenue,73,9/13/2013 19:50,Grant Avenue at Columbus Avenue,73,588,Customer,
20969,539,9/13/2013 21:09,Harry Bridges Plaza (Ferry Building),50,9/13/2013 21:18,Powell Street BART,39,466,Customer,98103
21084,621,9/14/2013 9:40,San Salvador at 1st,8,9/14/2013 9:50,San Jose Diridon Caltrain Station,2,78,Customer,95125
21202,75,9/14/2013 11:52,Spear at Folsom,49,9/14/2013 11:53,Spear at Folsom,49,345,Subscriber,94105
21308,1260,9/14/2013 12:51,Golden Gate at Polk,59,9/14/2013 13:12,Townsend at 7th,65,479,Customer,94102
21421,1687,9/14/2013 14:16,Townsend at 7th,65,9/14/2013 14:44,Powell Street BART,39,446,Customer,94103
21534,869,9/14/2013 15:29,Japantown,9,9/14/2013 15:44,MLK Library,11,663,Customer,95117
21658,10470,9/14/2013 17:00,Embarcadero at Sansome,60,9/14/2013 19:55,Embarcadero at Sansome,60,415,Customer,60201
21779,680,9/14/2013 18:42,Embarcadero at Vallejo,48,9/14/2013 18:53,2nd at Townsend,61,454,Customer,
21918,767,9/15/2013 0:43,Market at Sansome,77,9/15/2013 0:55,2nd at Townsend,61,458,Subscriber,94107
22032,428,9/15/2013 10:42,Howard at 2nd,63,9/15/2013 10:49,Clay at Battery,41,425,Subscriber,94105
22138,1358,9/15/2013 12:26,2nd at Townsend,61,9/15/2013 12:48,Davis at Jackson,42,373,Subscriber,94107
22257,1117,9/15/2013 13:44,Embarcadero at Vallejo,48,9/15/2013 14:03,Embarcadero at Sansome,60,360,Customer,43081
22375,677,9/15/2013 15:17,Market at 10th,67,9/15/2013 15:29,Market at Sansome,77,525,Customer,6107
22497,2250,9/15/2013 16:41,2nd at South Park,64,9/15/2013 17:19,2nd at South Park,64,625,Customer,94107
22625,976,9/15/2013 19:14,Market at Sansome,77,9/15/2013 19:30,Embarcadero at Sansome,60,530,Customer,83642
22743,325,9/16/2013 7:13,Spear at Folsom,49,9/16/2013 7:19,2nd at Townsend,61,401,Subscriber,94105
22862,506,9/16/2013 8:38,San Francisco Caltrain (Townsend at 4th),70,9/16/2013 8:47,Howard at 2nd,63,283,Subscriber,94040
22998,175,9/16/2013 9:44,Steuart at Market,74,9/16/2013 9:47,Spear at Folsom,49,347,Subscriber,94110
23134,20347,9/16/2013 11:57,Washington at Kearney,46,9/16/2013 17:36,Grant Avenue at Columbus Avenue,73,633,Customer,
23241,1054,9/16/2013 13:23,Embarcadero at Bryant,54,9/16/2013 13:41,Embarcadero at Sansome,60,588,Customer,
23352,484,9/16/2013 15:07,Embarcadero at Folsom,51,9/16/2013 15:15,Yerba Buena Center of the Arts (3rd @ Howard),68,536,Subscriber,94107
23478,283,9/16/2013 16:38,Commercial at Montgomery,45,9/16/2013 16:43,Davis at Jackson,42,634,Subscriber,94111
23584,790,9/16/2013 17:39,San Francisco Caltrain (Townsend at 4th),70,9/16/2013 17:52,Davis at Jackson,42,509,Subscriber,94111
23709,1102,9/16/2013 18:40,Mechanics Plaza (Market at Battery),75,9/16/2013 18:59,Market at 10th,67,327,Customer,
23845,1113,9/16/2013 20:45,Davis at Jackson,42,9/16/2013 21:03,San Francisco Caltrain 2 (330 Townsend),69,551,Subscriber,94107
23980,388,9/17/2013 7:17,2nd at Folsom,62,9/17/2013 7:23,San Francisco Caltrain (Townsend at 4th),70,550,Subscriber,94105
24118,651,9/17/2013 8:23,2nd at Townsend,61,9/17/2013 8:34,Mechanics Plaza (Market at Battery),75,485,Subscriber,94107
24239,340,9/17/2013 9:22,Post at Kearney,47,9/17/2013 9:27,2nd at South Park,64,397,Subscriber,94108
24387,897,9/17/2013 11:29,Embarcadero at Folsom,51,9/17/2013 11:44,2nd at Townsend,61,420,Customer,94123
24503,1080,9/17/2013 12:45,Market at Sansome,77,9/17/2013 13:03,Embarcadero at Sansome,60,471,Customer,18064
24620,887,9/17/2013 14:04,Embarcadero at Sansome,60,9/17/2013 14:19,2nd at Folsom,62,420,Customer,94306
24725,246,9/17/2013 15:47,Commercial at Montgomery,45,9/17/2013 15:51,Davis at Jackson,42,508,Subscriber,94111
24830,369,9/17/2013 16:54,Market at Sansome,77,9/17/2013 17:00,Davis at Jackson,42,607,Subscriber,94111
24946,365,9/17/2013 17:36,San Jose Diridon Caltrain Station,2,9/17/2013 17:42,Santa Clara at Almaden,4,709,Subscriber,95110
25078,1659,9/17/2013 18:30,Spear at Folsom,49,9/17/2013 18:57,South Van Ness at Market,66,520,Customer,94108
25214,568,9/17/2013 19:42,Market at Sansome,77,9/17/2013 19:51,Embarcadero at Sansome,60,410,Subscriber,94111
25364,385,9/17/2013 23:26,5th at Howard,57,9/17/2013 23:32,Spear at Folsom,49,398,Subscriber,94105
25482,527,9/18/2013 7:58,Steuart at Market,74,9/18/2013 8:07,Embarcadero at Sansome,60,368,Subscriber,94116
25598,300,9/18/2013 8:54,Market at Sansome,77,9/18/2013 8:59,2nd at South Park,64,539,Subscriber,94606
25729,264,9/18/2013 9:46,San Francisco Caltrain (Townsend at 4th),70,9/18/2013 9:51,Townsend at 7th,65,336,Subscriber,94403
25852,495,9/18/2013 11:43,South Van Ness at Market,66,9/18/2013 11:51,5th at Howard,57,446,Subscriber,94103
25968,626,9/18/2013 12:55,Townsend at 7th,65,9/18/2013 13:05,2nd at Folsom,62,441,Subscriber,94107
26090,310,9/18/2013 14:17,Redwood City Caltrain Station,22,9/18/2013 14:22,San Mateo County Center,23,699,Subscriber,94063
26203,639,9/18/2013 15:57,2nd at South Park,64,9/18/2013 16:08,Commercial at Montgomery,45,279,Subscriber,94134
26317,373,9/18/2013 17:00,Yerba Buena Center of the Arts (3rd @ Howard),68,9/18/2013 17:06,San Francisco Caltrain (Townsend at 4th),70,365,Subscriber,95014
26431,723,9/18/2013 17:44,Spear at Folsom,49,9/18/2013 17:56,Market at 4th,76,569,Customer,94117
26542,223,9/18/2013 18:34,Cowper at University,37,9/18/2013 18:38,Palo Alto Caltrain Station,34,59,Subscriber,94133
26671,801,9/18/2013 20:07,Market at Sansome,77,9/18/2013 20:20,2nd at Folsom,62,593,Subscriber,94133
26787,198,9/19/2013 4:35,Embarcadero at Bryant,54,9/19/2013 4:38,Temporary Transbay Terminal (Howard at Beale),55,534,Subscriber,94107
26910,748,9/19/2013 8:06,Harry Bridges Plaza (Ferry Building),50,9/19/2013 8:19,2nd at Townsend,61,480,Subscriber,94941
27031,619,9/19/2013 9:01,Temporary Transbay Terminal (Howard at Beale),55,9/19/2013 9:11,Embarcadero at Sansome,60,586,Subscriber,94602
27161,635,9/19/2013 10:03,Civic Center BART (7th at Market),72,9/19/2013 10:14,Civic Center BART (7th at Market),72,270,Subscriber,94105
27295,480,9/19/2013 12:01,2nd at Folsom,62,9/19/2013 12:09,Harry Bridges Plaza (Ferry Building),50,413,Subscriber,94114
27407,567,9/19/2013 13:01,Commercial at Montgomery,45,9/19/2013 13:11,Spear at Folsom,49,516,Customer,
27518,331,9/19/2013 14:27,Davis at Jackson,42,9/19/2013 14:33,Embarcadero at Sansome,60,504,Subscriber,94133
27633,344,9/19/2013 15:58,Embarcadero at Vallejo,48,9/19/2013 16:04,Beale at Market,56,537,Subscriber,94550
27753,1092,9/19/2013 17:05,Mechanics Plaza (Market at Battery),75,9/19/2013 17:24,South Van Ness at Market,66,328,Subscriber,94114
27877,307,9/19/2013 17:50,2nd at Folsom,62,9/19/2013 17:55,Market at Sansome,77,479,Subscriber,94530
27989,1797,9/19/2013 18:53,Grant Avenue at Columbus Avenue,73,9/19/2013 19:22,San Francisco Caltrain (Townsend at 4th),70,479,Customer,94109
28148,117,9/19/2013 22:18,5th at Howard,57,9/19/2013 22:20,Powell Street BART,39,267,Subscriber,94109
28257,263,9/20/2013 7:40,Civic Center BART (7th at Market),72,9/20/2013 7:44,South Van Ness at Market,66,515,Subscriber,94612
28370,393,9/20/2013 8:40,Spear at Folsom,49,9/20/2013 8:47,2nd at South Park,64,621,Subscriber,94105
28495,562,9/20/2013 9:40,Harry Bridges Plaza (Ferry Building),50,9/20/2013 9:49,2nd at Townsend,61,370,Subscriber,94709
28615,587,9/20/2013 11:18,Clay at Battery,41,9/20/2013 11:28,Clay at Battery,41,363,Subscriber,94105
28739,458,9/20/2013 12:34,Powell at Post (Union Square),71,9/20/2013 12:42,Clay at Battery,41,514,Subscriber,94118
28850,362,9/20/2013 13:41,Civic Center BART (7th at Market),72,9/20/2013 13:47,South Van Ness at Market,66,410,Subscriber,94704
28961,238,9/20/2013 15:07,Steuart at Market,74,9/20/2013 15:11,Embarcadero at Bryant,54,483,Subscriber,94010
29076,648,9/20/2013 16:31,Embarcadero at Sansome,60,9/20/2013 16:41,Steuart at Market,74,504,Subscriber,94110
29203,676,9/20/2013 17:23,Harry Bridges Plaza (Ferry Building),50,9/20/2013 17:35,San Francisco Caltrain (Townsend at 4th),70,568,Subscriber,95050
29313,865,9/20/2013 18:19,2nd at Folsom,62,9/20/2013 18:33,Yerba Buena Center of the Arts (3rd @ Howard),68,575,Customer,
29467,9681,9/20/2013 20:27,Embarcadero at Folsom,51,9/20/2013 23:09,South Van Ness at Market,66,567,Customer,94598
29602,563,9/20/2013 23:42,San Pedro Square,6,9/20/2013 23:52,MLK Library,11,235,Customer,94107
29750,431,9/21/2013 12:44,2nd at South Park,64,9/21/2013 12:52,San Francisco Caltrain 2 (330 Townsend),69,408,Subscriber,94107
29893,316,9/21/2013 16:18,Beale at Market,56,9/21/2013 16:24,Harry Bridges Plaza (Ferry Building),50,291,Subscriber,94122
30009,553,9/21/2013 18:42,5th at Howard,57,9/21/2013 18:51,2nd at South Park,64,486,Customer,94103
30154,890,9/21/2013 22:17,San Pedro Square,6,9/21/2013 22:32,MLK Library,11,196,Customer,94062
30300,677,9/22/2013 10:14,Spear at Folsom,49,9/22/2013 10:26,Embarcadero at Sansome,60,566,Subscriber,94105
30422,12863,9/22/2013 12:15,San Francisco Caltrain (Townsend at 4th),70,9/22/2013 15:49,Embarcadero at Sansome,60,378,Customer,94304
30556,884,9/22/2013 14:04,Harry Bridges Plaza (Ferry Building),50,9/22/2013 14:19,Embarcadero at Sansome,60,487,Customer,94041
30675,1028,9/22/2013 15:38,Powell Street BART,39,9/22/2013 15:55,Grant Avenue at Columbus Avenue,73,330,Subscriber,94109
30789,495,9/22/2013 17:11,San Francisco Caltrain (Townsend at 4th),70,9/22/2013 17:19,Yerba Buena Center of the Arts (3rd @ Howard),68,277,Subscriber,94158
30923,752,9/22/2013 19:55,Powell at Post (Union Square),71,9/22/2013 20:07,San Francisco Caltrain (Townsend at 4th),70,635,Customer,65814
31061,1019,9/23/2013 7:22,San Francisco Caltrain (Townsend at 4th),70,9/23/2013 7:39,Embarcadero at Folsom,51,514,Subscriber,94062
31184,107,9/23/2013 8:32,Market at 10th,67,9/23/2013 8:33,South Van Ness at Market,66,615,Subscriber,94703
31292,721,9/23/2013 9:13,Market at Sansome,77,9/23/2013 9:25,Market at 10th,67,401,Subscriber,94703
31427,3847,9/23/2013 11:11,San Francisco City Hall,58,9/23/2013 12:15,Embarcadero at Vallejo,48,484,Customer,63796
31566,317,9/23/2013 12:48,Clay at Battery,41,9/23/2013 12:53,Post at Kearney,47,412,Subscriber,94110
